District,Date,Operator,Lease/Facility Name,Lease/ID,API#,Drill Permit #,Well #,Field Name,County,Fire,H2S,Injuries,Deaths,Remarks
6,8/7/78,"McKNIGHT, PEYTON",Whisenant,,,,1,Wildcat (Paluxy),Smith,N,N,0.0,0.0,
6,8/1/78,LITCHFIELD WATER WELL DRLG. CO.,Water Well,,,,,Cayuga,Anderson,N,N,0.0,0.0,
6,8/1/78,SAMEDAN OIL CORPORATION,Ingley,,,,1,Wildcat,Camp,N,Y,0.0,0.0,
5,7/24/78,SAMEDAN OIL COMPANY,Blair,,,,1,Wildcat,Robertson,N,N,0.0,0.0,
6,7/12/78,W. H. B. EXPLORATION COMPANY,Davis Jones,,,,1,Wildcat (Travis Peak),Shelby,N,N,0.0,0.0,
1,7/11/78,PHILLIPS,Core Hole,,,,,,Zavala,N,N,0.0,0.0,
8,7/10/78,HNG OIL COMPANY,State 24,24936.0,,,1,Wildcat,Reeves,N,Y,0.0,0.0,
6,6/9/78,PENNZOIL,Spring Valley Ranch,,,,,Wildcat,Shelby,N,N,0.0,0.0,
5,5/8/78,NFC PETROLEUM CORPORATION,Sharon Stein,,,,1,Wildcat,Van Zandt,N,Y,0.0,0.0,
3,5/1/78,"EXXON COMPANY, U.S.A.",Marie Zappe (SWD System I),,,,6,Anahuac,Chambers,N,N,0.0,0.0,
5,4/26/78,BUTTES RESOURCES COMPANY,Gail King,,,,1,Bear Grass (CVL),Leon,N,Y,0.0,0.0,
2,4/8/78,"SUPERIOR OIL COMPANY, THE",M. B. Traylor,,,,9,"M. B. Traylor, N.",Calhoun,N,N,0.0,0.0,
8,3/27/78,"LOVELADY, I. W.",Chalkley -A-,,,,1,"Lehn-Apco, S. (Wichita-Albany)",Pecos,N,N,0.0,0.0,
7B,3/17/78,ARKLATEX CORPORATION,Ralph Allen,,,,1,,Coleman,Y,N,0.0,0.0,
8,3/13/78,TEXAS OIL & GAS CORPORATION,"Wilson ""K""",,,,2,Girvintex (Yates),Pecos,N,N,0.0,0.0,(controlled blowout)
8,2/23/78,EXXON CORPORATION,Leede Gas Unit #1,,,,1,Soda Lake (Fusselman),Ward,N,N,0.0,0.0,
8,2/17/78,ENSERCH EXPLORATION,J. O. Stack Estate 12,,,,1,"Reeves, N. (3200)",Reeves,Y,N,0.0,0.0,
2,2/13/78,BLACKROCK OIL CO.,Schulte,,,,2,Hallettsville (Shallow),Lavaca,N,N,0.0,0.0,
3,2/9/78,"TIGER OIL INTERNATIONAL, INC.",R. B. Trull,,,,1,S. W. Blessing (Wildcat),Matagorda,N,N,0.0,0.0,
3,1/27/78,REB PETROLEUM COMPANY,K. R. Beaver,,,,1,Alta Loma,Galveston,Y,N,0.0,0.0,
8A,12/28/77,NRM PETROLEUM CORPORATION,Hoffman,,,,1,Wildcat,Terry,N,N,0.0,0.0,
2,12/23/77,HOUSTON NATURAL GAS OIL CO.,Rose Musselman,,,,3,Salem,Victoria,N,N,0.0,0.0,
8,12/14/77,AMOCO,University Fee,,,,1,Wildcat,Pecos,N,Y,0.0,0.0,
7C,12/13/77,ESTORIL PRODUCING CORPORATION,"University ""1-23""",,,,1,Wildcat,Crockett,Y,N,0.0,0.0,
8,12/1/77,HNG OIL COMPANY,Fee 57,,,,2,Taurus (Ellenburger),Ward,N,Y,0.0,0.0,
10,11/9/77,AMERICAN PUBLIC ENERGY,Daniels,,,,1,Feldman (Lower Morrow),Hemphill,N,N,0.0,0.0,
5,10/12/77,SAMEDAN OIL CORPORATION,Grayson,,,,1,Wildcat,Leon,N,N,0.0,0.0,
8,10/5/77,FOUR C OIL AND GAS CORPORATION,Williams,,,,1,Four C (Clear Fork),Pecos,N,Y,0.0,0.0,
7B,9/15/77,"CHALMERS, JOHN H.","R. E. Manley, ""35""",,,,1,,Jones,N,N,0.0,0.0,
3,9/14/77,"ENSERCH EXPLORATION, INC.",State Tract 181,,,,1,West Matagorda Bay,Matagorda,N,N,0.0,0.0,
3,9/14/77,HINTON PRODUCTION COMPANY,"Dorrance ""A""",,,,1,Wildcat,Polk,N,N,0.0,0.0,
8,9/13/77,"TEXACO, INCORPORATED",Glasscock -F-,,,,1,Wildcat,Glasscock,Y,N,4.0,0.0,
2,8/19/77,H-M OIL COMPANY,Welder-Cliburn,,,,4,Wildcat,Victoria,N,N,0.0,0.0,
5,8/17/77,"NFC PETROLEUM, INCORPORATED",Aubrey A. Daniel Unit 1,,,,1,Wildcat (Smackover),Henderson,N,Y,0.0,0.0,
8,8/12/77,MABEE PETROLEUM CORPORATION,Bell,,,,17,Iatan E. Howard,Mitchell,Y,N,0.0,0.0,
8,8/7/77,WES-TEX DRILLING COMPANY,J. L. Jones Heirs,,,,1,"(Lower Clearfork, Dolomite)",Howard,N,N,0.0,0.0,
3,8/1/77,H-M OIL COMPANY,Clara Northington,,,,1,Wildcat,Wharton,N,N,0.0,0.0,
4,7/29/77,"K&H LTD, W.E. CARL & GULF ENERGY",L. E. Vela,,,,1,Wildcat (El Grullo - 7780),Zapata,Y,N,0.0,0.0,
8,7/29/77,"WILLIAMS, CLAYTON, JR.",Thompson Estate -A-,,,,2,Rhoda Walker (Canyon 5900),Ward,Y,N,0.0,0.0,
2,7/24/77,"MK OIL AND GAS, INC.","B. D. McKinney ""A""",,,,1,Esperanza (2750),Lavaca,N,N,0.0,0.0,
2,7/23/77,"HARING, LOUIS",Veroda - Sugarek,58001.0,,,1,Sliva (2850'),Bee,Y,N,0.0,0.0,
2,7/22/77,EXXON,M. E. O'Connor,,,,B-12,Mary O'Connor,Refugio,N,N,1.0,1.0,
3,7/14/77,MESA PETROLEUM COMPANY,State Tract 12-L,,,,1,High Island,Jefferson,N,N,0.0,0.0,
2,7/3/77,ZINN PETROLEUM COMPANY,Batot,,,,1,Ragsdale,Bee,N,N,0.0,0.0,
1,6/14/77,WECSATCHE OPERATING,J. Wilson,,,,1,Wildcat,Dimmit,Y,N,0.0,0.0,
4,6/8/77,HNG OIL COMPANY,Lauro Martinez,,,,1,Wildcat,Zapata,Y,N,0.0,0.0,
1,6/3/77,TIPPERARY,White,,,,4,Pearsall (Austin Chalk),Frio,N,N,0.0,0.0,
3,5/26/77,HOUSTON OIL & MINERALS CORP.,G. P. I. S. D.,,,,1,Giddings,Lee,Y,N,1.0,0.0,
3,5/24/77,SUN OIL COMPANY,B. E. Jones,,,,3,Conroe,Montgomery,N,N,0.0,0.0,
1,4/30/77,"JERCO ENTERPRISES, INC.",J.L.H. Land Investment,,,,1,Wildcat,Zavala,N,N,0.0,0.0,
8,4/25/77,PETROLEUM CORPORATION OF TEXAS,Brown-Altman -C-,1332.0,,,7,"Emperor, Deep",Winkler,Y,N,0.0,0.0,
9,4/17/77,"GRACE, LUKE DRILLING COMPANY",Burnett-McCarver,,,,1,Young County Regular,Young,Y,N,0.0,0.0,
4,4/17/77,TEXAS OIL AND GAS,Browning,,,,1,Stratton,Nueces,Y,N,1.0,0.0,
3,3/21/77,SUN OIL COMPANY,Seabreeze Land Company,,,,6,Seabreeze,Chambers,N,N,0.0,0.0,
3,3/17/77,"TEXACO, INCORPORATED","Pierce Estate ""B""",,,,119,Magnet Withers,Wharton,N,N,0.0,0.0,
6,3/14/77,SOUTHERN UNION PRODUCTION CO.,Murray,,,,1,Wildcat,Houston,Y,N,0.0,0.0,
3,2/1/77,CLOVER ENERGY CORPORATION,State Tract 86,,,,1,Wildcat,Chambers,N,N,0.0,0.0,
7B,1/25/77,DAVIS BROTHERS OIL COMPANY,Antilley,,,,1,Taylor County Regular,Taylor,N,N,0.0,0.0,
6,1/25/77,"HURBROUGH, JOHN H.",Jerry Brantley,,,,3,Long Lake (Woodbine),Anderson,N,N,0.0,0.0,
3,1/21/77,ARCO CHEMICAL COMPANY,Brine Disposal,,,,1-B,Barbers Hill,Chambers,Y,N,5.0,0.0,
4,1/21/77,COASTAL STATES GAS PROD. CO.,State 47922,,,,1,Neely (Bruni),Duval,N,N,0.0,0.0,
8A,1/20/77,JRS EXPLORATION CO.,Roy K. Furr,,,,4,Wildcat (472'),Kent,N,N,0.0,0.0,(Lost Circulation @ 472')
5,1/15/77,AMOCO PRODUCTION COMPANY,C. C. Wallace,1836.0,,,1,Reilly Spring,Hopkins,N,Y,0.0,0.0,
2,12/14/76,"ENSERCH EXPLORATION, INC.",H. A. Pohl,69638.0,,,1-X,Hallettsville (Shallow),Lavaca,Y,N,1.0,0.0,
7B,11/20/76,"GORDON, W. K., JR.",Langford,,,,8,,Palo Pinto,N,N,0.0,0.0,
3,11/18/76,HOUSTON OIL & MINERALS CORP.,State Tract 182-S,,,,3,Offshore,Galveston,N,N,0.0,0.0,
7B,10/14/76,MITCHELL ENERGY CORP.,H. E. McCall,,,,1,,Palo Pinto,N,N,0.0,0.0,
6,10/10/76,TEAL PETROLEUM COMPANY,J. W. DeArman,,,,1,Tenaha (Jurassic),Shelby,N,N,0.0,0.0,
3,10/1/76,PRAIRIE PRODUCING COMPANY,"Brown ""D""",,,,1,Nada Field Area,Colorado,Y,N,3.0,0.0,
6,9/2/76,"HURBROUGH, JOHN H.",Jerry Brantley,,,,2,Long Lake (Woodbine),Anderson,Y,N,0.0,0.0,
4,8/24/76,EXXON CORPORATION,"A. M. K. Bass ""B""",,,,14,Kelsey,Jim Hogg,N,N,0.0,0.0,
3,8/22/76,"EXXON COMPANY, U.S.A.",H. P. Lockwood,,,,36,Thompson,Fort Bend,Y,N,0.0,0.0,
4,8/2/76,TEXAS OIL AND GAS CORP.,"Ray ""B""",,,,1,Harvey,San Patricio,Y,N,0.0,0.0,
7B,4/18/76,ENNTEX OIL & GAS COMPANY,John Cranz,,,,1,Wildcat/Palo Pinto Cty. Reg.,Palo Pinto,N,N,0.0,0.0,
7B,4/5/76,"SANDEFER & ANDRESS, INC.",Mattye Louise Carter,,,,2-B,Palo Pinto County Regular,Palo Pinto,N,N,0.0,0.0,
3,3/20/76,"MENGDEN, WALTER H.",First Savings Association,,,,1,"Dyersdale, North",Harris,N,N,0.0,0.0,
10,3/8/76,CHEVRON OIL COMPANY,James,,,,1,Mills Ranch (Hunton),Wheeler,N,N,0.0,0.0,
3,3/5/76,PATRICK PETROLEUM COMPANY,R. W. Vieman,,,,1,Danbury Area,Brazoria,N,N,0.0,0.0,
3,3/2/76,"HLAVINKA, A. - LANDOWNER",Water well Blowout,,,,,William F. York Survey,Wharton,N,N,0.0,0.0,
7C,2/17/76,"JENNINGS, J. R.",Harry Jonas,,,,,"Winters, North (Gardner Sd)",Runnels,N,N,0.0,0.0,
8,12/31/75,"WILLIAMS, CLAYTON, JR.",Gatago Gas Unit,,,,2,Moore-Hooper (Fusselman),Loving,N,Y,0.0,0.0,
2,12/9/75,CHAMPLIN PETROLEUM COMPANY,"Lawrence W. O'Connor, Estate",,,,6,Mary Ellen O'Connor,Refugio,N,N,0.0,0.0,
3,10/14/75,GENERAL CRUDE OIL COMPANY,"D. D. Feldman Fee ""C"" (Air Inj.)",,,,599,Saratoga,Hardin,N,N,0.0,0.0,
5,9/24/75,"CANUS PETROLEUM, INC.",Aubrey Smith,,,,1,Wildcat,Henderson,N,Y,5.0,0.0,Drill stem test was being run.
8A,9/24/75,GETTY OIL COMPANY,"J. G. Davis ""B""",,,,1,Von Roeder,Borden,Y,N,0.0,0.0,
6,9/4/75,WESTERN GAS CORPORATION,Odom Gas Unit,,,,1,"Gilmer, W. (Cotton Valley)",Upshur,N,N,0.0,0.0,
3,9/2/75,MARINE CONTRACTORS & SUPPLY,Morris Phillips,,,,3A,Hull,Liberty,N,N,0.0,0.0,
7B,8/21/75,"JONES COMPANY, LTD.",J. W. Booth,,,,1,,Callahan,Y,N,0.0,0.0,
3,8/12/75,VICTORY II PETROLEUM COMPANY,S. Remmert,,,,1,Wildcat,Austin,N,N,0.0,0.0,
7B,7/25/75,"DALLAS OIL & GAS, INC.",Frank Martin-Midas #3,,,,3,Burleson Cty. School Lands,Palo Pinto,N,N,0.0,0.0,
3,7/23/75,"EXXON COMPANY, U.S.A.",J. E. Broussard A/C 2,51197.0,,,4,Anahuac (Miocene 5000'),Chambers,N,N,0.0,0.0,
3,7/22/75,"EXXON COMPANY, U.S.A.",H. P. Lockwood,,,,17,South Thompson,Fort Bend,N,N,0.0,0.0,
1,7/7/75,CITIES SERVICE OIL COMPANY,Kincaid A,,,,1,,Maverick,Y,N,0.0,0.0,
7B,7/5/75,MITCHELL ENERGY CORP.,L. W. Purefoy,,,,1,,Palo Pinto,N,N,0.0,0.0,
2,7/3/75,MILLICAN OIL COMPANY,C. F. Spencer Estate et al,,,,2,Wildcat,Jackson,N,N,0.0,0.0,
2,6/30/75,EXPANDO PRODUCTION COMPANY,"A. W. J. Heard ""C""",,,,1,,Refugio,N,N,0.0,0.0,
2,6/30/75,TEXAS OIL & GAS CORPORATION,"Robinson ""B""",,,,1,Collier,Jackson,Y,N,3.0,0.0,
2,6/19/75,OUTLINE OIL CORPORATION,Anthony,,,,1,Hope N. E. Field Area,Lavaca,N,N,0.0,0.0,
6,6/10/75,TEXAS UTILITIES FUEL COMPANY,Storage Well,,,,1,Bethel Salt Dome,Anderson,N,N,0.0,0.0,
8,5/26/75,AMERICAN QUASAR PETROLEUM,Worsham 1-23 (NNA),,,,1,"Worsham, North (Devonian)",Reeves,Y,N,0.0,0.0,
2,4/29/75,REPUBLIC MINERAL CORP.,Lewis Allen,,,,1,Wildcat,Lavaca,N,N,0.0,0.0,
8,4/15/75,HUNT OIL COMPANY,Elsinore,,,,60,Elsinore (Devonian-Fusselman),Pecos,N,N,0.0,0.0,
2,4/9/75,"HAGENS, R. C.",Sanger Heirs Gas Well,4328.0,,,1,"Texam, S.",Live Oak,N,N,0.0,0.0,
8,4/5/75,"TRI-SERVICE OIL & GAS, INC.",W. R. McGuire,,,,1,Wildcat,Mitchell,N,N,1.0,0.0,
2,3/26/75,"PERKINS, AL",Raymond Frank Unit,,,,1,Wildcat,Lavaca,N,N,0.0,0.0,
3,3/18/75,TEAL PETROLEUM COMPANY,Lehrer,,,,1-A,Wildcat,Colorado,N,N,0.0,0.0,
8,3/17/75,TEXAS AMERICAN OIL CORPORATION,Tucker -A- (NNA),,,,8,"McKee (Clear Fork, Lower)",Crane,Y,N,0.0,0.0,
8,3/16/75,"WARREN, JOE H., JR.",Nelle Gray (NNA),,,,1,Wildcat,Pecos,N,N,0.0,0.0,
8,2/23/75,FOREST OIL CORPORATION,Cutthroat,,,,1-R,Vermejo,Loving,N,N,0.0,0.0,
10,2/16/75,"HUBER, J. M. CORPORATION","Bob McCoy ""A""",,,,1,Wildcat,Roberts,N,N,0.0,0.0,
10,2/14/75,DIAMOND SHAMROCK CORP.,"John C. Isaacs, et al ""J""",,,,1,Wildcat,Hemphill,N,N,0.0,0.0,
7B,1/27/75,"MORGAN, GEORGE T.",Ball,,,,1,,Palo Pinto,N,N,0.0,0.0,
3,1/15/75,"HAMON, JAKE L.",Sun Fee,,,,1,Wildcat,Brazoria,Y,N,0.0,0.0,
2,1/1/75,SOUTH TEXAS O & G PROD. CO. INC.,Matilda Jacobs Estate,,,,1,"Mission Valley, W. Cook Mtn.",Goliad,N,N,0.0,0.0,
4,12/27/74,CHEVRON OIL COMPANY,Braulia De Garcia #3,113.0,,,7 SWD,Alta Mesa,Brooks,N,N,0.0,0.0,
4,11/18/74,"CENTRAL PRODUCERS, INC.",L. Schuenemann,12376.0,,,8,Orange Grove (1400),Jim Wells,N,N,0.0,0.0,
3,11/18/74,"EXXON COMPANY, U.S.A.",Olcott Gas Unit 3,,,,1,Olcott (Miocene 3500),Harris,N,N,0.0,0.0,
6,11/8/74,BURK ROYALTY COMPANY,L. J. Pinkston,7593.0,,,3,East Texas,Rusk,Y,N,0.0,1.0,
3,10/17/74,"MUSTANG EXPLORATION CO., INC.",Couey,,,,1,Wildcat,Wharton,Y,N,0.0,0.0,
2,10/4/74,SUN OIL COMPANY,J. A. McFaddin Estate,,,,55,McFaddin,Victoria,N,N,0.0,0.0,
2,10/3/74,TEXAS OIL & GAS CORPORATION,Albert Winsauer,,,,1,Tynan (Wildcat),Bee,N,N,0.0,0.0,
7B,8/28/74,KENDRICK & MULLIGAN EXPL.,McCalla Unit,,,,1,,Palo Pinto,N,N,0.0,0.0,
9,8/28/74,SHELL OIL COMPANY,KMA Production Unit,,,,104,,Clay,Y,N,0.0,0.0,
7C,8/24/74,EL PASO NATURAL GAS COMPANY,"Midkiff Plant, L.P.G. Storage",,,,4,,Reagan,N,N,0.0,0.0,
8,7/31/74,HANOVER MANAGEMENT COMPANY,R. R. Ogden Estate,,,,2,Chenot (Wolfcamp),Pecos,N,N,0.0,0.0,
7C,7/13/74,MERCURY PRODUCTION COMPANY,Helen Noelke A,,,,1,Wildcat,Reagan,N,N,0.0,0.0,
3,7/5/74,"COMMERCIAL OIL & GAS, INC.",Gulf Crown Central,,,,2,South Liberty,Liberty,N,N,0.0,0.0,
7B,6/23/74,AUSANKA OIL OPERATIONS,J. Hawkins,,,,1,,Eastland,N,N,0.0,0.0,
3,6/22/74,"TEXACO, INC.","W. H. Stark ""B""",,,,16,Port Neches,Orange,N,N,0.0,0.0,
2,6/17/74,"BAXTER, MURPHY H.",William Borchers,,,,6,Borchers,Lavaca,Y,N,0.0,0.0,
3,6/17/74,HOUSTON OIL & MINERALS,N. Point Bolivar Frio State Unit,,,,2,North Point Bolivar,Galveston,Y,N,0.0,0.0,
4,5/26/74,TEXAS OIL & GAS CORPORATION,State Tract 706,49501.0,,,11,"White Point, East (4000 S. W.)",Nueces,N,N,0.0,0.0,
7B,5/19/74,THOMPSON OIL COMPANY,Clara J. & Alma Swenson,,,,1,,Stephens,Y,N,0.0,0.0,
3,5/13/74,GLEN ROSE CORPORATION,Central Coal & Coke,,,,1,Wildcat,San Jacinto,N,N,0.0,0.0,
8,5/7/74,MAJESTIC PETROLEUM CORPORATION,Newby -A-,22617.0,,,3,Westbrook,Mitchell,N,N,0.0,0.0,(2nd Blowout)
8,5/5/74,MONSANTO COMPANY,Hendrick -C-,2577.0,,,15,Hendrick,Winkler,N,N,0.0,0.0,
6,4/25/74,TEXACO,Robert Johnson GU #2 O/A,,,,1,Bethany (Cotton Valley),Panola,N,N,0.0,0.0,
4,4/19/74,MEDALLION OIL COMPANY,R. V. Benavides,,,,1,Wildcat,Webb,Y,N,1.0,0.0,
6,4/11/74,"HAMILL, CLAUD B.",E. C. Bolton Estate,,,,1,Wildcat,Angelina,Y,N,0.0,0.0,
10,3/15/74,"ALPAR RESOURCES, INCORPORATED",Arrington,,,,264,Granite Wash,Hemphill,Y,N,3.0,0.0,
1,3/12/74,"BROWN & McKENZIE, INC.",D. A. Scott,,,,1,Milbur (Navarro),Milam,Y,N,0.0,0.0,
2,3/12/74,REPUBLIC MINERAL CORP.,Lewis Allen,,,,1,Wildcat,Lavaca,N,N,1.0,0.0,
3,3/4/74,"STOCKARD, W. A.",Kostas,,,,1,Dyersdale,Harris,N,N,0.0,0.0,
8,2/25/74,"LAWRENCE, C. F.",Arco -R-,,,,2(NNA),Owego (Glorietta),Pecos,N,N,0.0,0.0,
3,2/7/74,REPUBLIC MINERAL CORP.,1st National Bank of El Campo,,,,1,Wildcat,Colorado,N,N,0.0,0.0,
3,2/6/74,AMOCO PRODUCTION COMPANY,T. C. Edwards,,,,2,"Hastings, East",Galveston,N,N,0.0,0.0,
8,12/27/73,MAJESTIC PETROLEUM CORPORATION,Newby -A-,22617.0,,,3,Westbrook,Mitchell,N,N,0.0,0.0,
5,12/15/73,MACDONALD OIL CORPORATION,Tate,50078.0,,,1,Tate (Smackover),Freestone,Y,N,0.0,0.0,
6,11/28/73,CAMP HILL OIL COMPANY,Davey Royall,,,,101-I,Camp Hill,Anderson,N,N,0.0,0.0,
6,11/1/73,BASIN OPERATING COMPANY LTD,Spangler Gas Unit,,,,1,Wildcat,Nacogdoches,N,N,0.0,0.0,
8,7/18/73,EXXON CORPORATION,Haley Unit,,,,501,Evetts (Silurian),Winkler,Y,N,7.0,0.0,
8,7/18/73,MOBIL OIL CORPORATION,State-Houston Timber Co. -D- NNA,,,,1,"Brooklaw (Clear Fork, Lower)",Pecos,N,N,0.0,0.0,
8A,6/20/73,TORREYANA OIL COMPANY,Henry Grice,,,,3,"Toni ""C"" (Noodle Creek) (225')",Kent,N,N,0.0,0.0,(Well Washed out at 225')
4,5/8/73,"McGUFFIN, JOE S.",Gerdes Unit,,,,1,"Sinton, West (Shallow)",San Patricio,N,N,0.0,0.0,
9,5/7/73,"GLASS, JOHN P./TRANS-TEXAS","H. R. Gowan ""A""",,,,1,Wildcat,Jack,N,N,0.0,0.0,
2,4/6/73,"DAVIS, WAYNE S.",Borchers,,,,2,Relief Well,Lavaca,N,N,0.0,0.0,
1,3/29/73,FOREST OIL CORPORATION,B. K. Johnson,,,,1,,Zavala,N,N,0.0,0.0,
2,2/28/73,"DAVIS, WAYNE S.",Borchers,,,,2,Wildcat,Lavaca,N,N,0.0,0.0,
1,1/28/73,VANDERBILT RESOURCES CORP.,Adah Cauthorn,,,,109,"Vinegarone (Strawn 10,000')",Val Verde,N,N,0.0,0.0,
2,12/20/72,TEXACO,Ganado Compressor Station,,,,,,Jackson,Y,N,0.0,0.0,
5,12/9/72,HUMBLE OIL AND REFINING,R. S. Blake,1111.0,,,7,Van,Van Zandt,Y,N,0.0,0.0,
4,10/26/72,FEATHERLITE GAS GATHERING CORP.,J. E. Murphy,,,,4,Labbe,Duval,N,N,0.0,0.0,
8,10/1/72,"U V INDUSTRIES, INC.",Flynt,,,,1,Lacaff (Dean),Martin,N,N,0.0,0.0,
8A,8/29/72,GENERAL CRUDE OIL COMPANY,Salt Creek Field Unit,5254.0,,,H166-2,Salt Creek,Kent,N,N,0.0,0.0,
7B,7/4/72,PETROLEUM CORPORATION OF TEXAS,Walker-Buckler,,,,4,Throckmorton County Regular,Throckmorton,Y,N,0.0,0.0,
8,5/31/72,FOREST OIL CORPORATION,B. E. Quinn (NNA),,,,1,MiVida (Ellenburger&Fusselman),Reeves,N,N,0.0,0.0,
7B,5/2/72,"PORTER, JACK","Davis Farmout ""A""",,,,1,,Shackelford,Y,N,3.0,0.0,
6,2/2/72,HUMBLE OIL AND REFINING,Mary Wells,,,,1,East Texas,Gregg,Y,N,1.0,0.0,
4,12/14/71,HUMBLE OIL & REFINING COMPANY,H. D. Countiss,,,,6,"White Point, East",San Patricio,Y,N,0.0,0.0,
8,12/4/71,"HENRY & LANDENBERGER, INC.",S. B. Parham,,,,1,Spraberry (Trend Area),Martin,Y,N,0.0,0.0,
7C,9/15/71,HUMBLE OIL & REFINING COMPANY,H. J. Cowden,,,,1,Tripoli (Ellenburger),Crockett,Y,N,0.0,0.0,
4,8/27/71,"JOHNSON, WILLIAM D.",Florence Hunter,7824.0,,,4,"White Point, East (4837)",San Patricio,N,N,0.0,0.0,
4,8/20/71,SUN OIL COMPANY,Seeligson Unit,,,,40-16,Seeligson,Jim Wells,N,N,0.0,0.0,
6,8/19/71,FAIR OIL COMPANY,Levelle - Rhodes,,,,1,Wildcat,Smith,N,N,0.0,0.0,
4,8/3/71,SUN OIL COMPANY,Corpus Christi State Tract 444,,,,1,Red Fish Bay,Nueces,N,N,0.0,0.0,
4,7/3/71,GETTY OIL COMPANY,Texas State Tract 119,,,,1,"Bartell Pass, Aransas Bay",Aransas,Y,N,0.0,0.0,
8,5/17/71,"MALLARD EXPLORATION, INC.",Hill Gas Unit,,,,1,Greasewood (Siluro-Devonian),Reeves,N,N,0.0,0.0,
5,2/26/71,UNION OIL CO. OF CALIFORNIA,Van Lewsville Sect-Shirley 107,,,,3,Van,Van Zandt,N,N,0.0,0.0,
5,1/23/71,"HAMON, JAKE L.",Ezell,,,,2,Wildcat,Falls,N,N,0.0,0.0,
3,12/13/70,CARLON OIL COMPANY,R. P. Trant,,,,1,Wildcat,Grimes,N,N,0.0,0.0,
3,12/3/70,HUMBLE OIL & REFINING COMPANY,A. A. & D. A. Madeley,,,,46,Conroe,Montgomery,N,N,0.0,0.0,
3,11/24/70,SHELL OIL COMPANY,A. M. Carpenter,,,,14,Nome,Jefferson,Y,N,0.0,0.0,
6,10/28/70,MARTIN OIL & GAS COMPANY,"Gulf ""B""",,,,3,Marion County Shallow,Marion,N,N,0.0,0.0,
7B,10/27/70,PARROTT & FOX SUPPLY COMPANY,"Pitzer ""B""",9276.0,,,2,Dorothy Sue E. (Miss.),Shackelford,Y,N,0.0,0.0,
6,8/15/70,F & F DRILLING COMPANY,Gulf,5455.0,,,3,Marion County Shallow,Marion,N,N,0.0,0.0,
7B,8/9/70,"YATES, F. L.",Glenn Leech,,,,1,,Shackelford,N,N,0.0,0.0,
3,5/7/70,"MONCRIEF, W. A.","Dunn ""A""",,,,2,Conroe,Montgomery,N,N,0.0,0.0,
2,5/2/70,ARRIBA RESOURCES,F. L. Franek,,,,1,,Jackson,Y,N,0.0,0.0,
6,4/26/70,CAL TEX DEVELOPMENT CORP.,J. C. Collins,,,,1,Grapeland (Wilcox),Houston,N,N,0.0,0.0,
3,4/16/70,"HESTER, B. M.",John O. Nelson,,,,8,Livingston,Polk,Y,N,0.0,0.0,
7B,4/12/70,LONE STAR PRODUCING COMPANY,P. R. Brannon,,,,1,"Santo, South (Miss)",Palo Pinto,Y,N,0.0,0.0,
3,1/13/70,ATLANTIC RICHFIELD COMPANY,State Tract 24-L,,,,C-3,High Island,Jefferson,Y,N,0.0,0.0,
3,1/11/70,SOUTHEASTERN PUBLIC SERVICE CO.,"Vitera ""B""",,,,1,Menefee,Wharton,N,N,0.0,0.0,
3,12/13/69,LIVELY EXPLORATION COMPANY,Wilhelming Brune,,,,4,Columbus,Colorado,Y,N,0.0,0.0,
8,12/11/69,HUMBLE OIL & REFINING CO.,Meeker (Core Test),,,,70-7-1,,Reeves,Y,Y,2.0,0.0,
10,4/1/69,"WILLIAMS, B. N.",-0-,,,,,,Moore,N,N,0.0,0.0,(Water well blowout)
8A,2/18/69,ROYAL RESOURCES CORP.,Five Resources Inc.,,,,1,Wildcat (308'),Kent,N,N,0.0,0.0,(Hit Air Pocket @ 3O8')
8,1/14/69,GULF OIL CORPORATION,Keystone Cattle Company,,,,184C&T,"Kermit (Ellenburger & S, DEV)",Winkler,N,N,0.0,0.0,
3,1/3/69,SUN OIL COMPANY,B. E. Jones,,,,7,Conroe,Montgomery,N,N,0.0,0.0,
6,1/1/69,SEMINOLE PIPE AND SUPPLY CO.,Werner Gas Unit,29843.0,,,B-1,Carthage,Panola,N,N,0.0,0.0,
8,12/31/68,SOLAR OIL COMPANY,W. D. Johnson,,,,1,Undesignated,Loving,Y,N,0.0,0.0,
5,12/24/68,COUCH OIL COMPANY,C. M. Mayes,,,,1,Smackover Wildcat,Hopkins,Y,N,0.0,0.0,
3,10/6/68,TEXAS OIL & GAS CORPORATION,O. F. Allenson,,,,5,North Louise,Wharton,N,N,0.0,0.0,
3,10/4/68,SUN OIL COMPANY,B. E. Jones,,,,5,Conroe,Montgomery,N,N,0.0,0.0,
8A,9/27/68,"WHEELER, W. RIDLEY",Marie Reynolds,,,,1,Wildcat,Lubbock,N,N,0.0,0.0,
3,8/6/68,"DILLON, HERBERT L., JR.",Southland Paper Company,,,,1,,Houston,N,N,0.0,0.0,
10,6/21/68,COLORADO INTERSTATE GAS CO.,Bivins,,,,30-R,West Panhandle,Potter,Y,N,1.0,0.0,
4,6/15/68,MOKEEN OIL COMPANY,C. W. Beatty,,,,1,Wildcat,Nueces,N,N,0.0,0.0,
6,5/30/68,CALIFORNIA TIME PETROLEUM CO.,Neilson,,,,1,Wildcat,Marion,Y,N,0.0,0.0,
6,5/23/68,JAVELIN OIL COMPANY,Lewis Warner Sawmill,4655.0,,,2,"Bethany, N. E. (3850 Lime)",Panola,N,N,0.0,0.0,
